"ZSNOWCMPCT_V0","ZSNOWCMPCT_VR","ZSNOWCMPCT_VT"
0.843376968738658,0.542218075131009,-0.229460769600655
-0.918373707948233,0.385828585823536,0.249116146258169
0.306909899656815,0.304403595935224,0.209025932821693
0.650505237815389,0.286454994825771,0.136982616120462
-0.53205417951424,0.31128066592302,0.173918322284721
0.0416456490541446,0.24992129618788,0.289062166731925
0.394192310586419,-0.0101306725418977,0.694154236616522
-0.605302210182453,0.237724475638726,0.334567134105298
0.79250586624696,-0.0267927129045371,0.834863833111692
-0.854248228798802,0.374568510787395,0.238891969290216
0.839577178734024,0.340668284171695,-0.0668830154548585
0.236624779750022,-0.0236337400665637,0.680213699451893
-0.857765474142614,0.0597731712680831,0.663502119601941
-0.923295819910604,0.506995196105646,-0.0108019827927388
-0.354109416603882,0.336018166185295,0.200919186907607
0.595158868234127,0.0570535601772135,0.561597714636058
-0.727811961061272,0.301244999025612,0.260256593875873
-0.818373746033422,0.452254135913163,0.0492350656436122
0.317056254650762,0.377732226774111,0.0321067951512923
-0.924634925792195,0.263190957424698,0.463536415280456
-0.0579357318207221,0.175812108966734,0.4045983819496
0.572238024866515,0.0571908785072266,0.60348774921452
0.291714227562235,0.206630166426123,0.32357222199484
0.52975451638739,-0.088613729885607,0.875098940542064
0.253854396695947,0.167432502879084,0.314784137559129
-0.255155480428594,0.109524421876283,0.556172771891059
-0.390219955190873,-0.127961577802921,0.948388979817104
-0.850086726722755,0.33548499173006,0.256878463767605
0.323907880989604,-0.182503283387331,0.914199856326773
-0.710424897190183,0.152644237777057,0.496201149684397
