"VCMAX25__06","SLA__06","LEAFAGECRIT__06","RS_SCALE","HYDROL_HUMCSTE__06","SOIL_Q10","Noise","NEEt_noise_rmsd","NEEt_noise_sink","NEEt_noise_springslope","NEEt_noise_autumnslope","NEEt_noise_initial_stocks","fluxlat_noise_rmsd","fluxlat_noise_peak","fluxlat_noise_springslope","fluxlat_noise_autumnslope"
-0.281404316220878,0.0125760693368107,0.602485570194878,0.00881472839196751,0.434513170052588,0.246488783660429,-0.00165293600759261,0.315339844203666,-4.96459495427189,-5.53495100364906,1.89097536253611,1.57227386284831,3.71134478354621,102.52409807841,56.6461978731617,-26.2751894466317
-0.590262890778456,0.7416565543525,-0.327780872598096,0.670125392097067,0.273586718599731,0.256119085611608,-0.00695736778339975,0.328031226119548,-4.66804379700079,-5.27109992919665,1.40116153826306,1.55549734408851,3.50316329648409,100.253626145257,57.2855734939216,-26.0626089340299
-0.250948288233087,0.0292076367921295,0.653355077851272,0.121815429446393,0.256239769349615,0.249417537361078,0.00417794676231144,0.375019652079064,-5.07062921325996,-5.60321609816011,2.08698937403355,1.56703795396425,3.57653366845773,104.621837064955,57.6703562690366,-28.5652061476524
-0.479759148292612,0.25911204425391,-0.402556294159127,0.994944114507394,0.97210492126774,0.259389680380397,0.0276264843427723,0.48209996327501,-4.56967609003186,-5.29895978800801,1.27853179815238,1.54981616706209,5.43664162325496,93.8363910039266,58.8543855064659,-23.8622088709057
-0.588867671978935,0.815057076451169,0.872349642377555,0.597076382864411,-0.705917245921171,0.249830282278089,-0.00420954900699542,0.442300235561765,-4.68136520700682,-5.3007293032363,2.07943430279875,1.56774621823388,3.66891903104196,99.6711697684394,57.4032489066483,-30.0635706922059
-0.272188173208287,-0.099330083378515,0.87489220669387,0.256947653452098,-0.732742910785059,0.250392443075724,0.0125117416483508,0.354145446574021,-4.80668271846298,-5.49042289033188,2.17991320500557,1.56596857004843,3.08108312185434,102.256642638312,58.1521862287675,-29.3917427664055
-0.433949688700184,0.421036471090035,0.29598935409264,0.591557511986746,-0.47954354671249,0.270461536542548,-0.0466848358305716,0.27484449595632,-4.96745208891298,-5.48854231318875,2.13185901823334,1.52863276816788,2.89587531255509,102.571548144023,58.9469656843011,-30.566540870722
0.031425321144589,-0.435619219487268,0.361008906798656,0.599320785034348,0.827760831443778,0.252395052515268,0.0737543712333415,0.308864152936505,-4.90401938975992,-5.61037390306469,1.80911233739763,1.56244917752701,4.5216101287669,98.9190300411648,60.5517467796162,-23.8946026458471
-0.490552264892957,0.744461772505343,0.956153588364095,0.224294906266697,-0.574769495337859,0.273848556943016,-0.097062887726254,0.462920632684223,-4.91254266123178,-5.48267334620974,2.12976512820953,1.52160725951944,3.37882389671804,100.974074978299,57.1340674610548,-30.1800000692824
0.753382410694052,-0.874567117804468,0.495691196116928,0.872905803882725,-0.234726623775884,0.239687688980066,0.0408323041165051,0.616780676852072,-4.79846037357675,-5.30645223899727,2.7230049597184,1.58748021499378,5.43916921395307,103.519190512763,59.9598791119873,-33.2875623946853
0.0568490255088911,-0.444117102073651,0.563105643128695,0.47228188191622,0.389685411745039,0.273617529837091,-0.00767130858436155,0.395954662825109,-5.0432666056895,-5.60182307855675,2.05032996518355,1.52228163969994,3.88053945337736,103.466760105557,60.0966886870323,-26.978375361534
-0.51258392202938,0.818414550195931,0.0590571191216924,0.471452417520531,-0.291827146422524,0.235638734338799,0.0251120008795733,0.212398135055919,-4.9051584001154,-5.52865541992839,2.03861545176661,1.59467267371838,2.86155548414449,101.724896303813,58.2768781322305,-30.5428178942588
-0.401030266645554,0.377254241255098,-0.335974779810847,0.814532913318842,0.297675529346096,0.259845402106724,0.0254399495090718,0.283765459071178,-5.04625794750609,-5.55770603067011,1.48971891741208,1.54867581650251,3.33061976088401,103.103792508443,59.9904453930035,-26.1617539642425
-0.5059483792746,0.704920208273233,0.669579334749527,0.921650923665229,-0.285355583436552,0.246845816639754,0.0120986924489768,0.461157214422292,-4.89220135280448,-5.47737591469242,2.30870567774478,1.57374871887441,3.70169007086916,101.99631913503,59.513435350054,-32.608772040221
-0.319213337798975,0.087443345037981,0.885738653055224,0.683460665111803,0.0726416815448392,0.259444347765467,0.0782898450490474,0.496643171547744,-4.98821543868871,-5.51113616797245,2.30494320292184,1.54925563997494,3.89793363737542,104.675060462952,59.3683698941303,-31.503275890282
-0.497484866422322,0.70041440996324,0.908133643417399,0.772596710859843,-0.41056277088679,0.242339148477909,0.0664060719132579,0.498654503051451,-4.91194969571552,-5.49219291164029,2.27551765628105,1.58227082943085,3.671107655072,101.878702100118,59.1765763557085,-31.9307531604545
-0.282233391334972,-0.174087622073038,0.186394394932792,0.396216876119864,-0.761099687028681,0.248636686372999,0.00541221969884099,0.159817828766876,-4.72242849380564,-5.41551819514596,2.08197641017451,1.56966468362043,2.83929347154628,101.40423611535,58.4727843325625,-28.6851503103202
-0.418089110762619,0.276351900645774,0.800475483758262,0.409397829249199,0.102787239573841,0.25506278735176,0.0622931503187505,0.454635345822687,-4.89476453554744,-5.40379232109474,2.23995104500028,1.55701860794579,3.65716202995103,103.458723216587,57.5617832476093,-31.1692335357653
-0.407623233749468,0.368357672386966,0.920001829704363,0.497329121856398,-0.959589082922094,0.242169439488965,0.0384687942845874,0.401755865268251,-4.96569217169963,-5.5220187660586,2.02517960465707,1.58250451631829,3.58949648551605,101.515117708842,58.8996178866715,-28.387498091314
0.597906496730085,-0.827623935223273,0.473681830147505,0.41393054232846,0.169126134764828,0.270312587096887,-0.0455270685525743,0.505396660570837,-4.80070879430059,-5.23969659292825,2.48165650658647,1.52832380622385,4.52336503553566,102.889601156447,58.0850639333007,-30.7606024656698
-0.353139218281381,0.231905137053436,0.819615229034504,0.780096575185868,-0.249164358473643,0.241774109808115,-0.0592100114146483,0.522077481246848,-5.04313194460337,-5.55653154410749,2.38699860678431,1.58330093668155,4.07555925024383,104.430548540751,59.9423281929826,-32.4429115449869
-0.573677266120059,0.724020526582781,0.298881246647678,0.915778277027486,0.375100064327704,0.252662118718869,0.00576967134671477,0.267244682821991,-4.69549020695922,-5.31098009206084,1.88110420327769,1.56247187496774,3.14470958405655,100.080115742154,58.28903465976,-28.4626169244641
-0.543751231321818,0.805583793035187,-0.327554048311248,0.96922750114508,-0.258864457307574,0.240915244680082,-0.0327128929159563,0.301112135535612,-4.82458659976146,-5.47608022658096,1.52930330779302,1.58524299458804,3.43567036017801,101.328883149889,59.590694727308,-27.8546477767686
0.500370855960341,-0.706850897960124,0.60676036940839,-0.165250331534081,-0.356032070378301,0.255150498455772,0.0564383222301242,0.524059880318768,-5.11628999235199,-5.57329830683527,2.52134057847729,1.55524293040799,4.8864633565245,105.186152627733,57.152747615563,-30.5964739716908
-0.362367942956818,0.33982191713772,-0.12013622016398,0.949399451782583,0.0965069893929593,0.267515839476558,0.0246717834815102,0.204699527399962,-5.15189685700534,-5.63506227975619,1.89884206488369,1.53449002409616,2.93179099260885,104.481928782993,60.9805430032874,-29.2029045596972
-0.568411780962067,0.702164986310111,-0.0543613844948496,0.853732692793206,0.26272464503167,0.23677374052896,-0.0739382869496227,0.213211541317947,-4.69943181231429,-5.32563592748639,1.76637156249971,1.59299842007385,3.05025166485628,100.679657300313,58.1863867926341,-28.1697269269397
0.814417453278617,-0.897063432949693,0.965381351260345,0.624044485516509,-0.705122581754297,0.241225533013447,-0.038922237883502,0.552782063706759,-4.63977303390493,-5.22605942326282,2.59481584815403,1.58435970488426,4.35494488400314,102.307916620043,58.9301740912981,-31.6681982956763
0.430344706904932,-0.748571245018641,0.336703378756869,0.0220152110465004,-0.521879598899661,0.249003228813718,-0.0939533334874735,0.427278526525741,-4.77604587631049,-5.35056396016385,2.70539101123048,1.56778249288436,4.24621508219075,103.325704489814,56.9423495878455,-32.3936426302118
-0.341426134586282,-0.166940225377208,0.828723386838182,0.897158598721134,-0.548395025564544,0.233891595127001,-0.0624632159468397,0.412565165798024,-4.56960120187432,-5.28132793560754,2.36864625386419,1.59896350173767,3.57420517462377,101.143768988715,59.0882201660064,-31.8371425622125
-0.52426774903942,0.486449376315032,0.562397896152094,0.53924618018495,-0.655714879611801,0.239992682784584,0.0101172605299378,0.338668871445229,-4.70084921533271,-5.30787938957092,2.09205874745953,1.58655190980426,3.27460278367114,100.75572198232,57.4369262886304,-29.9674732432613
-0.101837781402809,-0.306360947467439,0.884600423079619,0.265927143098939,0.965286990638696,0.274944757947233,-0.0947648420358151,0.410198809787408,-4.90489346739196,-5.58671664349746,1.67311929734086,1.5193545870261,5.0327855535835,97.2473649130927,59.0820914604331,-22.9767498292098
-0.578869628068563,0.754787565488127,0.372099105612824,0.703169053082115,0.406158768565479,0.245067423696654,0.0298762331143645,0.283509011715203,-4.69557546182841,-5.30871687403804,1.86415472949105,1.57667776675225,3.14068627462725,99.7666909959581,57.5727372988578,-28.0862782870804
-0.519110847215617,0.98599127192003,0.870805753879061,0.88663016334693,-0.330317653432282,0.273859914787675,0.0825087354860358,0.532386519619993,-4.95502499676149,-5.55775621694568,2.27686392676341,1.52271976808152,3.80086742081722,101.71242275238,59.8573098577479,-32.3312615987092
-0.400000050458085,0.240680719194458,0.679416136239966,0.982990629491229,-0.968636517520397,0.251941774600472,0.0331129866537738,0.347067625006362,-4.88497662669943,-5.47443279262112,2.06424327052606,1.5645349969418,3.56920895541736,102.151602956984,60.2259894459478,-28.980288680779
-0.470077002850264,0.503438509917277,0.567262730203634,0.512962097530575,0.436959018503089,0.248554027857377,-0.114130371465581,0.321383000268941,-4.88987386999725,-5.45057571271231,1.86236039832856,1.56962256824045,3.14797445258584,101.054489220513,58.0688511675404,-27.1865908281564
-0.494158542929919,0.977998520891312,-0.37316532058031,0.667296829400173,-0.392772593684122,0.252463041022119,-0.139073599894392,0.355654031932522,-5.00125757939713,-5.67144195070972,1.37779640370423,1.56264400889086,3.71074133604807,101.803500387404,59.9927149843144,-26.2161538297205
