"VCMAX25__06","SLA__06","LEAFAGECRIT__06","RS_SCALE","HYDROL_HUMCSTE__06","SOIL_Q10"
-0.332334043627554,-0.0177547810380932,0.559256083739743,0.842408628914416,0.0660710050293023,0.27483112640365
-0.472749453311768,0.636284246043193,0.563493705602364,0.237882355868198,-0.834827502281793,0.247310706844037
-0.457916587503526,0.559203062502024,0.612610174081003,0.442390219342396,-0.63909470495347,0.260321745561792
-0.474017109410712,0.55209800884239,0.48719275353678,0.407495784282537,-0.48851828726915,0.274631389482139
-0.535855151977941,0.568212385921376,0.744664340141147,0.889696600875943,-0.839190622484523,0.235143990748117
-0.422613730147357,0.299418126076901,0.300212043881839,0.886020613034831,-0.697247518169007,0.233982860413368
-0.534844146031358,0.852369491444457,0.54601603521776,0.810793000505724,-0.161029317607216,0.266187105135534
-0.505001170573339,0.848256181409918,0.0167269272337218,0.313831879887652,-0.160725509631802,0.260741301992447
-0.026827606999467,-0.523051933058657,0.963406470311086,0.609263482516944,0.376024678900463,0.249592759664531
-0.210146378692567,-0.178362750678397,0.655199106282877,0.262554139603235,-0.595390148962187,0.246240316634469
-0.492306802660976,0.342096853410685,0.205137601202681,0.967606056124973,0.0970125161762134,0.276154060794325
-0.226484610558224,-0.220876999166925,0.317446560928002,0.528895839070525,0.0942193788597609,0.234161356597844
-0.581264052397949,0.973116301690068,0.46763216535023,0.734242963890374,-0.618509752756606,0.237076864323456
-0.497436645195351,0.558818277946715,0.48703985782982,0.78481206853115,-0.407617362635557,0.2426338462359
-0.0806212630801398,-0.361533523626982,0.772713069315217,0.306297200084396,-0.650087623230695,0.239075548081642
-0.161608623820684,-0.317197500000973,0.497684063690836,0.735859984593442,0.317034025326338,0.250775611556649
-0.298085350472216,-0.183234107143617,0.694638251722717,0.983045953489002,0.172073542717392,0.267587531759396
0.0777006646826539,-0.537109509600582,0.207323070354957,0.230964919162289,0.423853128771623,0.257939533806949
-0.177675265965101,-0.20142871947162,0.0964241887049184,0.125757519960604,-0.911798212189427,0.23527869267
-0.0348601232436765,-0.388020555629514,0.85102781343913,0.58831698950722,-0.727898756296468,0.268482866656441
0.0217890897943631,-0.493379361628357,0.594957171631005,0.72520958468781,0.263214270235885,0.256160459816701
-0.407223421878486,0.154808621058424,0.0271685291416763,0.960408396511108,0.0730302267985277,0.276130013898917
-0.328649120520026,-0.131656780516722,0.241135093019642,0.671438978560312,-0.0309793377417568,0.253221385990551
-0.272890758625153,-0.19394181471884,0.934405169480171,0.321288870233274,-0.564623435267094,0.249248627808648
0.294228603172506,-0.682523091422199,0.977760929380554,0.230591973203129,0.27785385438193,0.255855601135047
-0.528044890314931,0.539592450525652,0.801480073774053,0.850072941694745,0.223346916732454,0.275550509623904
-0.534493214849679,0.941115689672718,0.674707566663774,0.388755839336643,-0.273360227725922,0.269340078420859
-0.338319415877884,-0.0779878241702099,0.264929787391804,0.858515469127916,-0.22355810832279,0.266382496619183
-0.520425245391305,0.85288409847809,0.9508552929098,0.583164555153788,-0.884395344242471,0.26286455944019
-0.182573519833009,-0.251022269941029,0.21812258773759,0.731621589468534,0.0275342108936381,0.266804609368736
-0.237612489146909,-0.19705240212622,0.442739070835463,0.138057818223148,-0.509751243980579,0.250660902525692
-0.23694379292414,-0.26607141904787,0.0844768098944306,0.537007926897657,-0.158891803621102,0.255749422562809
-0.52579892229242,0.804824015656024,0.795781955313258,0.359680134484341,0.154663157312834,0.26768699792657
-0.54356872262835,0.920953897096857,0.611323308285056,0.904080689158308,-0.709449737320408,0.246298775132349
-0.0778425136692837,-0.457145571906741,0.528539399338288,0.80433360260992,0.298317857953974,0.248728631736307
-0.450551820244054,0.543416458434522,0.322205054506897,0.260428920132932,0.226678828746973,0.237623677777652
-0.292105807169642,0.0638062918310098,0.676195114564823,0.349936408419514,-0.899270053106483,0.274206574835347
-0.345983266716612,-0.129624373573953,0.884012608420361,0.770677176005788,0.326087264804782,0.260718974111509
-0.197765698577999,-0.281892395440216,-0.215313621398379,0.968416524343409,-0.0666976467786912,0.251512537494366
-0.187375736099834,-0.227701193747324,-0.14607448680296,0.36429000251968,-0.536779814404941,0.26474864681178
-0.199189133178686,-0.298497933579277,0.754919032527795,0.518977409939138,-0.826405543897581,0.233334289195644
-0.469699739628797,0.270615360591993,0.240910282773799,0.591642664508341,-0.618661703110911,0.254758964605951
-0.54697103127611,0.706886444132568,0.262956275028396,0.897046975687793,-0.440241605144691,0.237732387195583
-0.33450307712067,-0.099032554654536,0.0107434510234397,0.774160990169434,-0.396787670896026,0.240285844695605
-0.549295843985767,0.807902146991792,0.328595518332384,0.716383384971718,-0.0390459354932411,0.267912593235415
-0.249743028574281,-0.140400426020107,0.316815309682432,0.381950343280719,-0.728804768671325,0.276144641262445
-0.530854910773341,0.601603367799135,0.888247503755832,0.592077200804452,-0.736449437504908,0.247279932280168
-0.269365177302548,-0.14366640931007,0.220029063763474,0.311179935065144,0.183717808242848,0.233704511969278
-0.333210971992745,-0.0133664499818203,-0.164298513420101,0.287145165806327,-0.199712334710374,0.237265075890463
0.0508535018385645,-0.460444260288415,0.585097477192881,-0.149693308753344,-0.92496977400812,0.266945959334347
-0.422387675390856,0.236188635253442,0.202692767911928,0.926390964417271,-0.628130476314964,0.246345436303559
-0.144895942651764,-0.30713678646524,0.522284007609906,0.620746238348629,-0.906530547025152,0.272219572682032
-0.34246211602703,-0.0508765711740177,0.0850447558679563,0.939723110941129,-0.00730546176430991,0.270952146616977
-0.292135680952338,-0.24553431410601,0.201728399685546,0.756644712902766,-0.177036549432824,0.238722685203449
-0.323658685306996,-0.173464868168933,-0.0289685878409816,0.533364853091125,-0.417583998269712,0.243829114643922
-0.487324891116169,0.628683511451602,0.762453625286109,0.685818804054591,-0.549863537395498,0.25914799839805
-0.174753435279775,-0.23544422608144,0.947700635682872,0.394343607984694,-0.715887137366432,0.264734037881985
-0.454016833511555,0.298404592623516,0.584262290411864,0.728003351089324,-0.721171979319028,0.251351355621688
-0.0486149239271421,-0.416236253202507,-0.065225629602634,0.278549893917657,0.270752121656328,0.258692126031774
-0.316660316515239,-0.151090330940789,0.977849342350544,0.931625989860719,-0.663526609300571,0.239991924548066
