ZSNOWCMPCT_V0,ZSNOWCMPCT_VR,ZSNOWCMPCT_VT,Noise,Antarctic_DMC_rho_5m,Antarctic_DMC_rho_10m,Greenland_Summit_rho_5m,Greenland_Summit_rho_10m
0.8433769687386581,0.5422180751310093,-0.22946076960065498,-0.18464481534482285,395.51680429849097,455.2070659094319,405.95473537171324,469.640231540962
-0.918373707948233,0.38582858582353596,0.24911614625816902,0.6172124968449143,357.3360464295346,408.15724121689556,407.0836773151495,470.84825673567775
0.30690989965681514,0.30440359593522404,0.20902593282169302,-0.10865885519679863,359.1163474915705,412.0047815754257,408.3490333118925,475.76617100215555
0.650505237815389,0.2864549948257711,0.13698261612046192,0.5048701958458595,368.9925831408874,426.03901907710645,419.1429465948789,491.18753874550305
-0.5320541795142402,0.31128066592302006,0.17391832228472093,-0.05294901695512559,372.08130931081365,429.25753433777993,428.9406386606959,501.86642535952797
0.04164564905414436,0.24992129618788006,0.2890621667319251,-0.5155333311942124,356.954539244438,409.41049840200293,415.19452018563567,485.64824126747465
0.3941923105864189,-0.010130672541897812,0.6941542366165221,1.1083341757989473,341.87104999727984,387.7480944780095,417.35380436036536,494.13452350741295
-0.605302210182453,0.237724475638726,0.33456713410529804,0.8049985576844286,358.49559249472475,411.4410760686706,425.8509882746559,499.01441009937685
0.79250586624696,-0.02679271290453722,0.834863833111692,-0.050102326585830685,337.8921870318148,381.2490456179294,391.47930377237844,455.7045747053697
-0.854248228798802,0.37456851078739506,0.23889196929021606,-0.189206415838007,358.8988111393504,410.43854063832345,409.6630987343801,474.62509568882564
0.8395771787340238,0.34066828417169503,-0.06688301545485853,0.27703572386076647,399.2674001908407,464.8392140434879,434.3431557302761,510.17639966911514
0.23662477975002227,-0.023633740066563713,0.680213699451893,-0.28541123602922164,343.39218749891126,390.2781509122207,427.9717775147722,509.48385939302983
-0.857765474142614,0.059773171268083125,0.663502119601941,0.587867206181072,345.081010376458,392.30823319606543,432.1703486764983,510.4217884622362
-0.9232958199106042,0.5069951961056458,-0.010801982792738807,-0.2407162945380999,381.59652116359166,437.9886820655533,414.60158175296056,479.287463134018
-0.35410941660388184,0.336018166185295,0.20091918690760702,0.3790385782134692,362.4236865138121,415.9451945456453,413.4695986472723,481.27526942503914
0.5951588682341271,0.057053560177213525,0.561597714636058,0.6265677033339832,344.9627752005008,392.63316682428166,416.2044173446331,491.46809649628807
-0.7278119610612721,0.3012449990256121,0.26025659387587297,-0.029639767095741308,362.6096230116498,416.4126615659632,422.7831420515958,493.5201355904409
-0.818373746033422,0.4522541359131629,0.04923506564361224,0.05331164360869814,377.24823206619703,433.51226406905903,416.8761851802324,483.220495310869
0.31705625465076204,0.3777322267741108,0.03210679515129233,-0.013598906850044685,376.8456913560006,434.8753761378314,415.8888308368705,484.8292761358598
-0.9246349257921949,0.263190957424698,0.46353641528045597,0.7629989381192102,347.3102321528808,394.7798643301911,406.81869098758625,471.8519113607554
-0.05793573182072187,0.17581210896673394,0.40459838194959996,-0.026036566615613554,352.0955968330263,402.8676537364933,419.58767547111734,492.7917702428397
0.5722380248665151,0.057190878507226595,0.6034877492145201,-0.1443640182289796,342.88790116542185,389.25404087838484,409.23659943837936,481.2924241394035
0.2917142275622353,0.20663016642612297,0.32357222199484004,1.503787174732122,355.44069235200857,407.72800590975,417.3340518623614,489.72515342386606
0.52975451638739,-0.088613729885607,0.8750989405420642,0.2594891226664285,338.38114708512455,382.0877056368324,406.8372038942665,480.0832394065857
0.253854396695947,0.16743250287908396,0.31478413755912893,-0.42252611909803683,360.8018294998721,416.0305504987114,431.74241696337594,510.0786055560332
-0.25515548042859393,0.10952442187628297,0.556172771891059,-0.2144606797493369,345.84462706205863,393.5565006804033,418.0153040464675,491.3891113030678
-0.39021995519087316,-0.12796157780292117,0.9483889798171039,-0.7928763512750457,338.8623013273619,382.7753504521115,428.047991314564,510.4937970310448
-0.8500867267227549,0.33548499173005997,0.2568784637676049,0.9248136289852735,360.73434311158286,413.36549303725155,417.12023970100586,485.16647142345164
0.3239078809896041,-0.18250328338733113,0.914199856326773,0.05718404133878698,339.6056648383311,384.2474163169692,437.75137698917865,528.7371352581193
-0.710424897190183,0.15264423777705693,0.496201149684397,0.017679931045545504,350.2703875571631,399.96506187176504,427.2083610051516,502.18548328294963
