"ZSNOWCMPCT_V0","ZSNOWCMPCT_VR","ZSNOWCMPCT_VT"
-0.728651506908763,0.326010991281277,0.200133102588891
-0.712198288094325,0.403090890220107,0.136798376689924
0.542274999585399,0.262087693980553,0.22172188755996
0.322185207645467,0.281263608815743,0.145893337472101
-0.857400583825097,0.30708818883518,0.262943614452759
0.606754184126014,0.17579250855241,0.358795669395566
-0.168176255182236,0.271333723282092,0.207838954025592
0.073635468763235,0.195984918094871,0.314552068355505
-0.753975596019772,0.362032878405014,0.133128709581415
0.116524186127889,0.316760861575375,0.198647265023107
0.952776550104875,0.371538157766282,0.0382359855914023
0.50347391722213,0.289308815036949,0.169665410719154
-0.314622896348498,0.27343346191852,0.311593135420958
-0.26598690687178,0.234817068913528,0.290655288020371
0.705823205386725,0.138385779340501,0.395235219016176
-0.586803881263119,0.459730170116891,0.0315375071655708
-0.564835220174164,0.425703967781022,0.0523991502490313
-0.797868165587492,0.319051264124504,0.257648473598456
-0.171677696390444,0.319511204122629,0.214371211613325
0.114219617882383,0.215740306055488,0.361762026600794
0.386371445078284,0.159260032065378,0.419481540791017
-0.641657294981097,0.291975086191439,0.298672243765333
0.175009763325798,0.321868038188521,0.186960401771179
-0.94005113664409,0.385933008562218,0.217153139908036
-0.705056277366831,0.144651120353876,0.506844145488067
0.937969997611452,0.27912655742408,0.13379924002718
0.559733334297998,0.206832280818874,0.338091350144615
0.174016550114904,0.244528683119459,0.316119648815877
-0.562330467606192,0.277073966166139,0.346107917947133
-0.805112124912739,0.398838540541293,0.102282103580674
