"ZSNOWCMPCT_V0","ZSNOWCMPCT_VR","ZSNOWCMPCT_VT"
0.903541310745861,0.385827129977396,0.5424538230276
-0.925727639091227,0.670257595239208,-0.605092733727242
0.833493900618165,0.639017365056568,0.531767157739054
-0.743433692734023,-0.107461780137507,0.951630784133614
0.666802940239864,0.72965152309098,-0.447031887748586
-0.771426043298126,0.937817040743041,-0.928417840476574
-0.81027666766687,0.698814324780281,-0.229901858544624
0.234307382708198,0.798720658708479,-0.551476860735108
0.599013546141947,0.655220101921761,-0.458009678500203
-0.22929595246221,-0.012144256940567,0.765154958245989
-0.123901601288801,0.229938120574977,0.101154200627886
0.550817282823802,0.75083961303738,-0.7784635975254
0.616890167595163,0.931293499516494,-0.129374225449073
-0.191700734970128,0.0953590107558164,0.607083957112864
-0.905636519777136,0.709143822217768,-0.269770850937618
-0.138430011881317,0.248043022937323,0.343519542813411
-0.0133988623271678,0.747727177258843,-0.717145091088455
0.377311510017942,0.69929677620139,-0.054228942031785
0.251721846556784,0.737912170716831,-0.304630192922417
-0.0265604792798217,0.692513734814975,-0.495983332820957
0.297666624996415,-0.0410995833649999,0.792258945380049
-0.844127833895872,-0.848408251259416,0.93138604668788
0.628906873886712,0.641741288825221,0.708350891143372
-0.75073418021874,0.38881938325455,0.103479190001131
0.794448829127034,0.848883019949284,0.28469530859338
-0.59818796456239,0.626083720651807,-0.0751922303443151
0.387453405236938,0.765366050542764,-0.946667212483991
-0.803334794691857,0.937062968503199,-0.830954037958856
0.807336411173799,0.274916052500348,0.393306334157163
-0.0695861002714997,0.344228426642514,-0.0542196689367499
