ZSNOWCMPCT_V0,ZSNOWCMPCT_VR,ZSNOWCMPCT_VT,Noise,Antarctic_DMC_rho_5m,Antarctic_DMC_rho_10m,Greenland_Summit_rho_5m,Greenland_Summit_rho_10m
0.9553756320967703,0.28157153147982106,0.1584222821533361,-0.7260479863729171,363.9902910726762,419.3077690333597,412.68279355704055,482.87020173199977
-0.3920086922993228,0.2189861316585291,0.35786995632255403,-0.9772208841214519,355.59872043039616,407.5513652210703,422.08962574643886,494.76252275739125
0.2644689940021441,0.29472030424599893,0.15972898475839292,0.5135104357395803,367.61144619661263,423.86776307696925,419.40940570682153,490.8947225565969
0.7051513814942729,0.2910146973213381,0.14062494692577898,0.1544474961829704,367.3315145072706,423.7081678827919,416.44622578371076,487.54445527465475
-0.19498650961346586,0.33569606519426,0.16199062737927106,-0.3767394131998833,366.4332443591185,421.46790722380626,416.27988107349904,485.32623370642386
-0.3060102469338599,0.2842724343814149,0.2716558591786291,0.18994735192078563,358.44423922025135,411.02995240328346,415.44061070432093,484.8170642582828
-0.10806915692361219,0.2568119232874799,0.2925506422880719,0.5756794932559229,357.0303213602948,409.38766488442707,415.6254688749124,485.86144705958486
0.6621298228713721,0.23862395900241906,0.2560187646348431,0.1840406794072482,357.7575415601881,410.91367543043253,413.1699676720176,483.9404135580799
-0.42138636052242406,0.2808224700478841,0.28268097339640996,0.25367222119673394,358.5324308059672,411.135396013646,417.22580622382605,487.0731446977183
-0.48341424830937196,0.28304224595085503,0.28021162387808607,-0.37304605486468506,359.2183207269646,412.0476705401568,418.4579227936424,488.5757818311505
-0.4173540661815449,0.34510470487230593,0.14605244799572192,0.444406417505186,370.32933477304323,426.449602269389,420.9689899825622,491.0118464129809
0.6136052910310372,0.25914752485994397,0.212743522290884,-0.7091398149553821,361.3929116123904,415.8583932411484,415.1414612420478,486.2345734044542
-0.9698860403468249,0.26961618272587407,0.36295029135008106,0.3657873277426588,356.14490553406813,407.5334960532508,422.3671559531759,492.86301280218765
0.08527266329621153,0.252977401233331,0.2890529587440209,-0.6749982321205051,356.34414943720844,408.5145242715293,413.5257678079482,483.3759897087102
0.1372636715529627,0.24354018530052102,0.28680537610312995,-0.10153605628545194,357.1385292521473,409.7797985778456,415.57197121503674,486.4254073710527
0.1212920996278457,0.23469772513635512,0.2907704454524649,-0.2558451019580034,357.665323436784,410.629542681086,417.7487412381596,489.52323611280883
0.24086147668703006,0.25530641378252095,0.25539741889434997,0.020236903500470367,358.970703488435,412.327691710756,415.47201857212616,486.24564451382525
0.010815256398083672,0.2772155550576221,0.22065547585156797,-0.3018946768611345,363.04301564188063,417.7021260708653,419.14643522651477,490.4811304499308
-0.317346189878995,0.3168641872965192,0.22236893771239297,-0.6834658639957197,361.33159279934364,414.6955217169794,414.5103428448202,483.0326454602609
0.060022234663266616,0.33637024933344906,0.13846568404024007,-0.761997541867514,367.3461640386571,422.80796687303365,414.90280205988785,483.8562410509884
0.33497527929936877,0.29999256959060205,0.16869891100551193,-0.45266246016553324,364.9156622747241,420.1204068061947,415.30059196102036,485.3746805704383
-0.402879721184063,0.259473633262965,0.31694449063346,-0.14463213472442416,356.45066770498784,408.3936475415105,417.3036382527619,487.5583894864851
-0.8509965321760901,0.307250073775289,0.31227095735062105,0.08881463487971444,356.8923798234749,408.3197902966747,416.2130891458431,484.35513625939944
0.5212365897332594,0.234567618059075,0.22774562423509992,-0.19692313677720905,362.88243114754573,418.2459400194019,421.223522731758,494.8356100055127
0.5785727177846887,0.2584320769398001,0.22573191115582403,-0.1438753996277295,359.9948413197559,413.8746289961712,413.7988210290677,484.36083695952834
0.400906848953263,0.334276312588774,0.10831556621399407,-0.6524246608216885,369.2070541264418,425.48898995697147,414.3877359300038,483.64886890196954
0.47484986569726906,0.254135496179972,0.23173509844038498,0.6121314335921625,360.4124260416825,414.4855717770959,415.6750343139065,486.87252066322003
-0.8088022698297032,0.3239219694780999,0.24276206450504212,0.14530609886295812,363.43946364297466,417.2173311616054,421.4030951458125,491.12790676236335
-0.7755168031266,0.303394665062247,0.27778934795866306,-0.4532957147241333,360.6022332813621,413.5885830538309,420.6479512070782,490.53305527124076
0.7027322327108041,0.18750383195516407,0.31518618595884207,0.2934820386659949,355.65446513685083,408.37613186557996,417.4599507903161,490.8607181270553
