"ZSNOWCMPCT_V0","ZSNOWCMPCT_VR","ZSNOWCMPCT_VT"
0.107717288149476,0.258339774465243,0.252620645737397
0.165839119878332,0.251272711022321,0.202123469919846
0.323430319686907,0.306801192906283,0.170759171427522
-0.481284206696607,0.332502257031443,0.240187405937306
0.40795376531115,0.232784245302086,0.295499927805594
-0.651701404087526,0.248134425711909,0.358305053433616
-0.384640209255969,0.288446075697592,0.246341374774112
0.370771505292144,0.252081257103641,0.267304476258447
-0.998308292050854,0.357853841670291,0.190999390103177
-0.0492597691397648,0.288005088249016,0.263079662757983
-0.87039993029064,0.360485569844119,0.248220819571821
0.298459832345505,0.363926732572537,0.101191999137426
0.405250556379148,0.240836543806089,0.266300447660984
0.904772296960032,0.269326696887139,0.21324784003787
0.432856112540408,0.21599878503504,0.296841970497441
0.415648264276445,0.11900708686164,0.397215204670659
-0.638775539658857,0.299011591913454,0.313496646216745
0.550817979058684,0.28891117745389,0.179192791973973
-0.455319116910155,0.289575024245588,0.229613123208382
-0.116204098382392,0.300191101278523,0.194715571461631
0.0345857228689539,0.272781807189187,0.269881915690592
0.206029375334621,0.351591565528638,0.131616178339906
0.355917296959231,0.203496182694092,0.296228796152398
-0.466858691217458,0.40374657938473,0.0985938071026242
-0.296831736928646,0.241929855326685,0.291282925142846
-0.990493828713377,0.41408541069487,0.133077331925929
0.289360364547821,0.171558312554427,0.333588769125519
0.159675030245369,0.233529986529687,0.2825254289567
-0.778537859592378,0.374985881965503,0.186983015186383
0.0973886545620524,0.242220159802791,0.267405763633083
