"VCMAX25__06","SLA__06","LEAFAGECRIT__06","RS_SCALE","HYDROL_HUMCSTE__06","SOIL_Q10"
-0.00831329809922254,0.547686212595889,0.128611543158046,0.26327858947906,-0.0226766131089395,0.228336805483512
0.599963627841783,-0.685286258992851,0.764268309781444,0.309655024441745,-0.888094600320092,0.0316721777345008
-0.269106942566711,0.986654228237684,0.351330507670914,0.154012812007203,-0.897864454927615,-0.187924251029578
0.378968574817061,-0.437296190256198,0.719746567487607,-0.786750020039466,-0.371544767619053,0.330871270922125
-0.148827036383196,-0.502808281928102,0.394633833573161,-0.357057557086485,-0.404213704500622,0.365086555485389
-0.806782656709671,0.704040872292893,0.918644381682029,0.15048772525861,0.0517200546004297,0.370812511494372
0.0443777168726549,-0.691916462588659,-0.0425691192055168,-0.755601122602261,0.340583199541421,0.0906154852144812
-0.63076828547313,0.799060212445429,0.322531761064998,0.587715738630476,0.0466702943988824,0.745574067831174
-0.705580409380298,0.101193692273613,0.577057158620816,0.752427126575785,-0.624007827350743,0.210858667868293
-0.609349028838601,-0.15517096485468,0.208023773665098,-0.342588148040706,0.480473850015451,0.583996183402212
-0.22622405887341,0.831015574371959,-0.242384757701993,0.33800239576477,-0.951415741637901,0.0968020865442185
0.0355690023174742,-0.799910520915889,-0.183479686167582,-0.198606953671667,0.749523230649782,0.169802505019388
-0.497305352911092,0.0154995966053213,0.312891905303041,-0.210476430834846,-0.416726425903819,0.414518072412489
-0.604614849459341,-0.338212105951496,0.0345556673098049,0.00718968979587409,0.981012008086682,0.419793714783718
-0.484958435059618,0.45482161194367,-0.17932134727196,0.00605393112915009,0.385594587027114,0.60213625193332
-0.804222970913123,0.805949208380366,0.452150668803478,0.669084731494869,-0.757903652058701,0.305336223014758
-0.363804483058251,0.779258095644993,0.775415867646775,0.959055463408955,0.591749730065019,-0.0394075873713056
-0.581851292394971,0.911636219447926,-0.413248335164389,0.758815588211657,-0.523401709632326,0.0133725291855522
-0.603914593963948,0.761371464901564,0.297763426094975,-0.673048539504321,0.463503606969673,0.637224966506737
-0.767230515102955,0.694520693427796,0.770888022720753,0.240813862603296,-0.225252733455084,0.538422856489589
-0.313835358017601,0.314838706538772,0.853864016028515,0.514562276373167,0.425776917168203,-0.0823999671239835
-0.491030707148591,0.27777654423896,-0.086666207275196,-0.666471823706137,0.950116563945674,0.244199135379231
-0.219004047417988,-0.84318972285194,0.706514864227856,0.0456605396705876,-0.276659097339681,0.298371312348773
-0.0484097325296765,-0.249157221321771,0.194571230867438,0.95605294002575,-0.491967105740835,0.253546429012462
-0.826463936878182,0.724603759446428,-0.0515049762826907,-0.603698849006433,0.429826717572891,0.448925086699747
-0.240425497625546,0.720723924376476,0.688219664737237,-0.0979330373240859,0.660827837608429,0.108360891891599
0.558532908991937,-0.623998435155708,0.355989946231435,0.357109681327544,-0.139882968164788,0.492944256718659
-0.362796580469381,0.885900150064202,-0.127712374017945,-0.664789234852919,-0.482602151641349,0.326296092819983
0.218561491486417,-0.709664818596381,0.0272097676505503,-0.329540525317769,0.361592327068968,0.434294741463018
0.00620733100943638,0.154299226397564,-0.184711626890047,0.536652704836949,-0.868006993976145,-0.0151663928982829
-0.967634238170475,0.525566586686508,0.0720143189215958,-0.79946075460959,0.463402916436949,0.475255663760554
-0.505657785508122,0.568761714827043,0.823604140544439,0.0841497506278697,-0.694223451197051,0.617243017043165
0.153024035006559,-0.497981325559957,0.259909621759984,0.587369474318064,-0.593772018854803,0.440135258836345
0.2446279926724,-0.367987243899052,0.55861908344609,0.415636086304756,-0.656761544805434,0.370642323267232
-0.140267833195469,0.652126017807821,0.66715470571938,-0.597310059596854,-0.0916494281085348,0.334299215712724
-0.233394917291491,0.980194971204496,-0.317907689025111,-0.414114547550341,-0.343285775836387,0.275034251727031
-0.53419019763095,0.992310557750153,0.61584339074678,-0.902288578407451,0.86467317088745,0.65455285863419
-0.3295762770929,0.46882946632675,-0.446659891461006,0.325868397645771,0.784104164107936,0.500435677888413
0.0303518776749578,0.0645374683632254,-0.365379979314887,-0.406620828795026,-0.998118736461264,0.317474381155536
0.11470267184569,0.13100997648718,0.394447791173721,-0.30449156653743,-0.628487716600088,0.315087627925341
-0.326822486959461,0.509014631222718,0.916406475873817,-0.546578538808024,0.933257102673839,0.295432815537753
-0.392682682312265,0.146325060069532,0.121925716921745,0.61797873672741,0.571816435341955,0.344702547961211
